id,visitors
air_a218912784bf767d_2017-05-30,15.000
air_a218912784bf767d_2017-05-31,14.684
air_a21ffca0bea1661a_2017-04-23,0.750
air_a21ffca0bea1661a_2017-04-24,0.111
air_a21ffca0bea1661a_2017-04-25,0.133
air_a21ffca0bea1661a_2017-04-26,0.042
air_a21ffca0bea1661a_2017-04-27,0.200
air_a21ffca0bea1661a_2017-04-28,0.143
air_a21ffca0bea1661a_2017-04-29,0.136
air_a21ffca0bea1661a_2017-04-30,0.750
air_a21ffca0bea1661a_2017-05-01,0.111
air_a21ffca0bea1661a_2017-05-02,0.133
air_a21ffca0bea1661a_2017-05-03,0.042
air_a21ffca0bea1661a_2017-05-04,0.200
air_a21ffca0bea1661a_2017-05-05,0.143
air_a21ffca0bea1661a_2017-05-06,0.136
air_a21ffca0bea1661a_2017-05-07,0.750
air_a21ffca0bea1661a_2017-05-08,0.111
air_a21ffca0bea1661a_2017-05-09,0.133
air_a21ffca0bea1661a_2017-05-10,0.042
air_a21ffca0bea1661a_2017-05-11,0.200
air_a21ffca0bea1661a_2017-05-12,0.143
air_a21ffca0bea1661a_2017-05-13,0.136
air_a21ffca0bea1661a_2017-05-14,0.750
air_a21ffca0bea1661a_2017-05-15,0.111
air_a21ffca0bea1661a_2017-05-16,0.133
air_a21ffca0bea1661a_2017-05-17,0.042
air_a21ffca0bea1661a_2017-05-18,0.200
air_a21ffca0bea1661a_2017-05-19,0.143
air_a21ffca0bea1661a_2017-05-20,0.136
air_a21ffca0bea1661a_2017-05-21,0.750
air_a21ffca0bea1661a_2017-05-22,0.111
air_a21ffca0bea1661a_2017-05-23,0.133
air_a21ffca0bea1661a_2017-05-24,0.042
air_a21ffca0bea1661a_2017-05-25,0.200
air_a21ffca0bea1661a_2017-05-26,0.143
air_a21ffca0bea1661a_2017-05-27,0.136
air_a21ffca0bea1661a_2017-05-28,0.750
air_a21ffca0bea1661a_2017-05-29,0.111
air_a21ffca0bea1661a_2017-05-30,0.133
air_a21ffca0bea1661a_2017-05-31,0.042
air_a239a44805932bab_2017-04-23,27.179
air_a239a44805932bab_2017-04-24,27.732
air_a239a44805932bab_2017-04-25,26.829
air_a239a44805932bab_2017-04-26,0.000
air_a239a44805932bab_2017-04-27,28.439
air_a239a44805932bab_2017-04-28,27.721
air_a239a44805932bab_2017-04-29,33.634
air_a239a44805932bab_2017-04-30,27.179
air_a239a44805932bab_2017-05-01,27.732
air_a239a44805932bab_2017-05-02,26.829
air_a239a44805932bab_2017-05-03,0.000
air_a239a44805932bab_2017-05-04,28.439
air_a239a44805932bab_2017-05-05,27.721
air_a239a44805932bab_2017-05-06,33.634
air_a239a44805932bab_2017-05-07,27.179
air_a239a44805932bab_2017-05-08,27.732
air_a239a44805932bab_2017-05-09,26.829
air_a239a44805932bab_2017-05-10,0.000
air_a239a44805932bab_2017-05-11,28.439
air_a239a44805932bab_2017-05-12,27.721
air_a239a44805932bab_2017-05-13,33.634
air_a239a44805932bab_2017-05-14,27.179
air_a239a44805932bab_2017-05-15,27.732
air_a239a44805932bab_2017-05-16,26.829
air_a239a44805932bab_2017-05-17,0.000
air_a239a44805932bab_2017-05-18,28.439
air_a239a44805932bab_2017-05-19,27.721
air_a239a44805932bab_2017-05-20,33.634
air_a239a44805932bab_2017-05-21,27.179
air_a239a44805932bab_2017-05-22,27.732
air_a239a44805932bab_2017-05-23,26.829
air_a239a44805932bab_2017-05-24,0.000
air_a239a44805932bab_2017-05-25,28.439
air_a239a44805932bab_2017-05-26,27.721
air_a239a44805932bab_2017-05-27,33.634
air_a239a44805932bab_2017-05-28,27.179
air_a239a44805932bab_2017-05-29,27.732
air_a239a44805932bab_2017-05-30,26.829
air_a239a44805932bab_2017-05-31,0.000
air_a24bf50c3e90d583_2017-04-23,14.051
air_a24bf50c3e90d583_2017-04-24,16.780
air_a24bf50c3e90d583_2017-04-25,15.524
air_a24bf50c3e90d583_2017-04-26,16.238
air_a24bf50c3e90d583_2017-04-27,20.780
air_a24bf50c3e90d583_2017-04-28,26.884
air_a24bf50c3e90d583_2017-04-29,38.326
air_a24bf50c3e90d583_2017-04-30,14.051
air_a24bf50c3e90d583_2017-05-01,16.780
air_a24bf50c3e90d583_2017-05-02,15.524
air_a24bf50c3e90d583_2017-05-03,16.238
air_a24bf50c3e90d583_2017-05-04,20.780
air_a24bf50c3e90d583_2017-05-05,26.884
air_a24bf50c3e90d583_2017-05-06,38.326
air_a24bf50c3e90d583_2017-05-07,14.051
air_a24bf50c3e90d583_2017-05-08,16.780
air_a24bf50c3e90d583_2017-05-09,15.524
air_a24bf50c3e90d583_2017-05-10,16.238
air_a24bf50c3e90d583_2017-05-11,20.780
air_a24bf50c3e90d583_2017-05-12,26.884
air_a24bf50c3e90d583_2017-05-13,38.326
air_a24bf50c3e90d583_2017-05-14,14.051
air_a24bf50c3e90d583_2017-05-15,16.780
air_a24bf50c3e90d583_2017-05-16,15.524
air_a24bf50c3e90d583_2017-05-17,16.238
air_a24bf50c3e90d583_2017-05-18,20.780
air_a24bf50c3e90d583_2017-05-19,26.884
air_a24bf50c3e90d583_2017-05-20,38.326
air_a24bf50c3e90d583_2017-05-21,14.051
air_a24bf50c3e90d583_2017-05-22,16.780
air_a24bf50c3e90d583_2017-05-23,15.524
air_a24bf50c3e90d583_2017-05-24,16.238
air_a24bf50c3e90d583_2017-05-25,20.780
air_a24bf50c3e90d583_2017-05-26,26.884
air_a24bf50c3e90d583_2017-05-27,38.326
air_a24bf50c3e90d583_2017-05-28,14.051
air_a24bf50c3e90d583_2017-05-29,16.780
air_a24bf50c3e90d583_2017-05-30,15.524
air_a24bf50c3e90d583_2017-05-31,16.238
air_a2567267116a3b75_2017-04-23,10.000
air_a2567267116a3b75_2017-04-24,21.095
air_a2567267116a3b75_2017-04-25,20.024
air_a2567267116a3b75_2017-04-26,21.286
air_a2567267116a3b75_2017-04-27,22.854
air_a2567267116a3b75_2017-04-28,26.977
air_a2567267116a3b75_2017-04-29,39.357
air_a2567267116a3b75_2017-04-30,10.000
air_a2567267116a3b75_2017-05-01,21.095
air_a2567267116a3b75_2017-05-02,20.024
air_a2567267116a3b75_2017-05-03,21.286
air_a2567267116a3b75_2017-05-04,22.854
air_a2567267116a3b75_2017-05-05,26.977
air_a2567267116a3b75_2017-05-06,39.357
air_a2567267116a3b75_2017-05-07,10.000
air_a2567267116a3b75_2017-05-08,21.095
air_a2567267116a3b75_2017-05-09,20.024
air_a2567267116a3b75_2017-05-10,21.286
air_a2567267116a3b75_2017-05-11,22.854
air_a2567267116a3b75_2017-05-12,26.977
air_a2567267116a3b75_2017-05-13,39.357
air_a2567267116a3b75_2017-05-14,10.000
air_a2567267116a3b75_2017-05-15,21.095
air_a2567267116a3b75_2017-05-16,20.024
air_a2567267116a3b75_2017-05-17,21.286
air_a2567267116a3b75_2017-05-18,22.854
air_a2567267116a3b75_2017-05-19,26.977
air_a2567267116a3b75_2017-05-20,39.357
air_a2567267116a3b75_2017-05-21,10.000
air_a2567267116a3b75_2017-05-22,21.095
air_a2567267116a3b75_2017-05-23,20.024
air_a2567267116a3b75_2017-05-24,21.286
air_a2567267116a3b75_2017-05-25,22.854
air_a2567267116a3b75_2017-05-26,26.977
air_a2567267116a3b75_2017-05-27,39.357
air_a2567267116a3b75_2017-05-28,10.000
air_a2567267116a3b75_2017-05-29,21.095
air_a2567267116a3b75_2017-05-30,20.024
air_a2567267116a3b75_2017-05-31,21.286
air_a257c9749d8d0ff6_2017-04-23,18.000
air_a257c9749d8d0ff6_2017-04-24,16.120
air_a257c9749d8d0ff6_2017-04-25,15.792
air_a257c9749d8d0ff6_2017-04-26,17.500
air_a257c9749d8d0ff6_2017-04-27,17.920
air_a257c9749d8d0ff6_2017-04-28,25.269
air_a257c9749d8d0ff6_2017-04-29,33.520
air_a257c9749d8d0ff6_2017-04-30,18.000
air_a257c9749d8d0ff6_2017-05-01,16.120
air_a257c9749d8d0ff6_2017-05-02,15.792
air_a257c9749d8d0ff6_2017-05-03,17.500
air_a257c9749d8d0ff6_2017-05-04,17.920
air_a257c9749d8d0ff6_2017-05-05,25.269
air_a257c9749d8d0ff6_2017-05-06,33.520
air_a257c9749d8d0ff6_2017-05-07,18.000
air_a257c9749d8d0ff6_2017-05-08,16.120
air_a257c9749d8d0ff6_2017-05-09,15.792
air_a257c9749d8d0ff6_2017-05-10,17.500
air_a257c9749d8d0ff6_2017-05-11,17.920
air_a257c9749d8d0ff6_2017-05-12,25.269
air_a257c9749d8d0ff6_2017-05-13,33.520
air_a257c9749d8d0ff6_2017-05-14,18.000
air_a257c9749d8d0ff6_2017-05-15,16.120
air_a257c9749d8d0ff6_2017-05-16,15.792
air_a257c9749d8d0ff6_2017-05-17,17.500
air_a257c9749d8d0ff6_2017-05-18,17.920
air_a257c9749d8d0ff6_2017-05-19,25.269
air_a257c9749d8d0ff6_2017-05-20,33.520
air_a257c9749d8d0ff6_2017-05-21,18.000
air_a257c9749d8d0ff6_2017-05-22,16.120
air_a257c9749d8d0ff6_2017-05-23,15.792
air_a257c9749d8d0ff6_2017-05-24,17.500
air_a257c9749d8d0ff6_2017-05-25,17.920
air_a257c9749d8d0ff6_2017-05-26,25.269
air_a257c9749d8d0ff6_2017-05-27,33.520
air_a257c9749d8d0ff6_2017-05-28,18.000
air_a257c9749d8d0ff6_2017-05-29,16.120
air_a257c9749d8d0ff6_2017-05-30,15.792
air_a257c9749d8d0ff6_2017-05-31,17.500
air_a271c9ba19e81d17_2017-04-23,28.286
air_a271c9ba19e81d17_2017-04-24,20.667
air_a271c9ba19e81d17_2017-04-25,22.405
air_a271c9ba19e81d17_2017-04-26,23.190
air_a271c9ba19e81d17_2017-04-27,23.310
air_a271c9ba19e81d17_2017-04-28,28.116
air_a271c9ba19e81d17_2017-04-29,28.465
air_a271c9ba19e81d17_2017-04-30,28.286
air_a271c9ba19e81d17_2017-05-01,20.667
air_a271c9ba19e81d17_2017-05-02,22.405
air_a271c9ba19e81d17_2017-05-03,23.190
air_a271c9ba19e81d17_2017-05-04,23.310
air_a271c9ba19e81d17_2017-05-05,28.116
air_a271c9ba19e81d17_2017-05-06,28.465
air_a271c9ba19e81d17_2017-05-07,28.286
air_a271c9ba19e81d17_2017-05-08,20.667
air_a271c9ba19e81d17_2017-05-09,22.405
air_a271c9ba19e81d17_2017-05-10,23.190
air_a271c9ba19e81d17_2017-05-11,23.310
air_a271c9ba19e81d17_2017-05-12,28.116
air_a271c9ba19e81d17_2017-05-13,28.465
air_a271c9ba19e81d17_2017-05-14,28.286
air_a271c9ba19e81d17_2017-05-15,20.667
air_a271c9ba19e81d17_2017-05-16,22.405
air_a271c9ba19e81d17_2017-05-17,23.190
air_a271c9ba19e81d17_2017-05-18,23.310
air_a271c9ba19e81d17_2017-05-19,28.116
air_a271c9ba19e81d17_2017-05-20,28.465
air_a271c9ba19e81d17_2017-05-21,28.286
air_a271c9ba19e81d17_2017-05-22,20.667
air_a271c9ba19e81d17_2017-05-23,22.405
air_a271c9ba19e81d17_2017-05-24,23.190
air_a271c9ba19e81d17_2017-05-25,23.310
air_a271c9ba19e81d17_2017-05-26,28.116
air_a271c9ba19e81d17_2017-05-27,28.465
air_a271c9ba19e81d17_2017-05-28,28.286
air_a271c9ba19e81d17_2017-05-29,20.667
air_a271c9ba19e81d17_2017-05-30,22.405
air_a271c9ba19e81d17_2017-05-31,23.190
air_a2b29aa7feb4e36f_2017-04-23,18.220
air_a2b29aa7feb4e36f_2017-04-24,11.656
air_a2b29aa7feb4e36f_2017-04-25,7.385
air_a2b29aa7feb4e36f_2017-04-26,21.175
air_a2b29aa7feb4e36f_2017-04-27,10.923
air_a2b29aa7feb4e36f_2017-04-28,19.619
air_a2b29aa7feb4e36f_2017-04-29,23.762
air_a2b29aa7feb4e36f_2017-04-30,18.220
air_a2b29aa7feb4e36f_2017-05-01,11.656
air_a2b29aa7feb4e36f_2017-05-02,7.385
air_a2b29aa7feb4e36f_2017-05-03,21.175
air_a2b29aa7feb4e36f_2017-05-04,10.923
air_a2b29aa7feb4e36f_2017-05-05,19.619
air_a2b29aa7feb4e36f_2017-05-06,23.762
air_a2b29aa7feb4e36f_2017-05-07,18.220
air_a2b29aa7feb4e36f_2017-05-08,11.656
air_a2b29aa7feb4e36f_2017-05-09,7.385
air_a2b29aa7feb4e36f_2017-05-10,21.175
air_a2b29aa7feb4e36f_2017-05-11,10.923
air_a2b29aa7feb4e36f_2017-05-12,19.619
air_a2b29aa7feb4e36f_2017-05-13,23.762
air_a2b29aa7feb4e36f_2017-05-14,18.220
air_a2b29aa7feb4e36f_2017-05-15,11.656
air_a2b29aa7feb4e36f_2017-05-16,7.385
air_a2b29aa7feb4e36f_2017-05-17,21.175
air_a2b29aa7feb4e36f_2017-05-18,10.923
air_a2b29aa7feb4e36f_2017-05-19,19.619
air_a2b29aa7feb4e36f_2017-05-20,23.762
air_a2b29aa7feb4e36f_2017-05-21,18.220
air_a2b29aa7feb4e36f_2017-05-22,11.656
air_a2b29aa7feb4e36f_2017-05-23,7.385
air_a2b29aa7feb4e36f_2017-05-24,21.175
air_a2b29aa7feb4e36f_2017-05-25,10.923
air_a2b29aa7feb4e36f_2017-05-26,19.619
air_a2b29aa7feb4e36f_2017-05-27,23.762
air_a2b29aa7feb4e36f_2017-05-28,18.220
air_a2b29aa7feb4e36f_2017-05-29,11.656
air_a2b29aa7feb4e36f_2017-05-30,7.385
air_a2b29aa7feb4e36f_2017-05-31,21.175
air_a304330715435390_2017-04-23,16.000
air_a304330715435390_2017-04-24,6.562
air_a304330715435390_2017-04-25,7.025
air_a304330715435390_2017-04-26,6.875
air_a304330715435390_2017-04-27,7.821
air_a304330715435390_2017-04-28,7.450
air_a304330715435390_2017-04-29,9.905
air_a304330715435390_2017-04-30,16.000
air_a304330715435390_2017-05-01,6.562
air_a304330715435390_2017-05-02,7.025
air_a304330715435390_2017-05-03,6.875
air_a304330715435390_2017-05-04,7.821
air_a304330715435390_2017-05-05,7.450
air_a304330715435390_2017-05-06,9.905
air_a304330715435390_2017-05-07,16.000
air_a304330715435390_2017-05-08,6.562
air_a304330715435390_2017-05-09,7.025
air_a304330715435390_2017-05-10,6.875
air_a304330715435390_2017-05-11,7.821
air_a304330715435390_2017-05-12,7.450
air_a304330715435390_2017-05-13,9.905
air_a304330715435390_2017-05-14,16.000
air_a304330715435390_2017-05-15,6.562
air_a304330715435390_2017-05-16,7.025
air_a304330715435390_2017-05-17,6.875
air_a304330715435390_2017-05-18,7.821
air_a304330715435390_2017-05-19,7.450
air_a304330715435390_2017-05-20,9.905
air_a304330715435390_2017-05-21,16.000
air_a304330715435390_2017-05-22,6.562
air_a304330715435390_2017-05-23,7.025
air_a304330715435390_2017-05-24,6.875
air_a304330715435390_2017-05-25,7.821
air_a304330715435390_2017-05-26,7.450
air_a304330715435390_2017-05-27,9.905
air_a304330715435390_2017-05-28,16.000
air_a304330715435390_2017-05-29,6.562
air_a304330715435390_2017-05-30,7.025
air_a304330715435390_2017-05-31,6.875
air_a33461f4392ec62c_2017-04-23,25.122
air_a33461f4392ec62c_2017-04-24,0.000
air_a33461f4392ec62c_2017-04-25,19.707
air_a33461f4392ec62c_2017-04-26,24.780
air_a33461f4392ec62c_2017-04-27,22.927
air_a33461f4392ec62c_2017-04-28,20.439
air_a33461f4392ec62c_2017-04-29,25.209
air_a33461f4392ec62c_2017-04-30,25.122
air_a33461f4392ec62c_2017-05-01,0.000
air_a33461f4392ec62c_2017-05-02,19.707
air_a33461f4392ec62c_2017-05-03,24.780
air_a33461f4392ec62c_2017-05-04,22.927
air_a33461f4392ec62c_2017-05-05,20.439
air_a33461f4392ec62c_2017-05-06,25.209
air_a33461f4392ec62c_2017-05-07,25.122
air_a33461f4392ec62c_2017-05-08,0.000
air_a33461f4392ec62c_2017-05-09,19.707
air_a33461f4392ec62c_2017-05-10,24.780
air_a33461f4392ec62c_2017-05-11,22.927
air_a33461f4392ec62c_2017-05-12,20.439
air_a33461f4392ec62c_2017-05-13,25.209
air_a33461f4392ec62c_2017-05-14,25.122
air_a33461f4392ec62c_2017-05-15,0.000
air_a33461f4392ec62c_2017-05-16,19.707
air_a33461f4392ec62c_2017-05-17,24.780
air_a33461f4392ec62c_2017-05-18,22.927
air_a33461f4392ec62c_2017-05-19,20.439
air_a33461f4392ec62c_2017-05-20,25.209
air_a33461f4392ec62c_2017-05-21,25.122
air_a33461f4392ec62c_2017-05-22,0.000
air_a33461f4392ec62c_2017-05-23,19.707
air_a33461f4392ec62c_2017-05-24,24.780
air_a33461f4392ec62c_2017-05-25,22.927
air_a33461f4392ec62c_2017-05-26,20.439
air_a33461f4392ec62c_2017-05-27,25.209
air_a33461f4392ec62c_2017-05-28,25.122
air_a33461f4392ec62c_2017-05-29,0.000
air_a33461f4392ec62c_2017-05-30,19.707
air_a33461f4392ec62c_2017-05-31,24.780
air_a373500730e2a9e0_2017-04-23,12.321
air_a373500730e2a9e0_2017-04-24,8.500
air_a373500730e2a9e0_2017-04-25,9.217
air_a373500730e2a9e0_2017-04-26,8.507
air_a373500730e2a9e0_2017-04-27,8.582
air_a373500730e2a9e0_2017-04-28,8.373
air_a373500730e2a9e0_2017-04-29,10.179
air_a373500730e2a9e0_2017-04-30,12.321
air_a373500730e2a9e0_2017-05-01,8.500
air_a373500730e2a9e0_2017-05-02,9.217
air_a373500730e2a9e0_2017-05-03,8.507
air_a373500730e2a9e0_2017-05-04,8.582
air_a373500730e2a9e0_2017-05-05,8.373
air_a373500730e2a9e0_2017-05-06,10.179
air_a373500730e2a9e0_2017-05-07,12.321
air_a373500730e2a9e0_2017-05-08,8.500
air_a373500730e2a9e0_2017-05-09,9.217
air_a373500730e2a9e0_2017-05-10,8.507
air_a373500730e2a9e0_2017-05-11,8.582
air_a373500730e2a9e0_2017-05-12,8.373
air_a373500730e2a9e0_2017-05-13,10.179
air_a373500730e2a9e0_2017-05-14,12.321
air_a373500730e2a9e0_2017-05-15,8.500
air_a373500730e2a9e0_2017-05-16,9.217
air_a373500730e2a9e0_2017-05-17,8.507
air_a373500730e2a9e0_2017-05-18,8.582
air_a373500730e2a9e0_2017-05-19,8.373
air_a373500730e2a9e0_2017-05-20,10.179
air_a373500730e2a9e0_2017-05-21,12.321
air_a373500730e2a9e0_2017-05-22,8.500
air_a373500730e2a9e0_2017-05-23,9.217
air_a373500730e2a9e0_2017-05-24,8.507
air_a373500730e2a9e0_2017-05-25,8.582
air_a373500730e2a9e0_2017-05-26,8.373
air_a373500730e2a9e0_2017-05-27,10.179
air_a373500730e2a9e0_2017-05-28,12.321
air_a373500730e2a9e0_2017-05-29,8.500
air_a373500730e2a9e0_2017-05-30,9.217
air_a373500730e2a9e0_2017-05-31,8.507
air_a38f25e3399d1b25_2017-04-23,15.550
air_a38f25e3399d1b25_2017-04-24,26.391
air_a38f25e3399d1b25_2017-04-25,33.924
air_a38f25e3399d1b25_2017-04-26,45.897
air_a38f25e3399d1b25_2017-04-27,43.721
air_a38f25e3399d1b25_2017-04-28,62.897
air_a38f25e3399d1b25_2017-04-29,24.848
air_a38f25e3399d1b25_2017-04-30,15.550
air_a38f25e3399d1b25_2017-05-01,26.391
air_a38f25e3399d1b25_2017-05-02,33.924
air_a38f25e3399d1b25_2017-05-03,45.897
air_a38f25e3399d1b25_2017-05-04,43.721
air_a38f25e3399d1b25_2017-05-05,62.897
air_a38f25e3399d1b25_2017-05-06,24.848
air_a38f25e3399d1b25_2017-05-07,15.550
air_a38f25e3399d1b25_2017-05-08,26.391
air_a38f25e3399d1b25_2017-05-09,33.924
air_a38f25e3399d1b25_2017-05-10,45.897
air_a38f25e3399d1b25_2017-05-11,43.721
air_a38f25e3399d1b25_2017-05-12,62.897
air_a38f25e3399d1b25_2017-05-13,24.848
air_a38f25e3399d1b25_2017-05-14,15.550
air_a38f25e3399d1b25_2017-05-15,26.391
air_a38f25e3399d1b25_2017-05-16,33.924
air_a38f25e3399d1b25_2017-05-17,45.897
air_a38f25e3399d1b25_2017-05-18,43.721
air_a38f25e3399d1b25_2017-05-19,62.897
air_a38f25e3399d1b25_2017-05-20,24.848
air_a38f25e3399d1b25_2017-05-21,15.550
air_a38f25e3399d1b25_2017-05-22,26.391
air_a38f25e3399d1b25_2017-05-23,33.924
air_a38f25e3399d1b25_2017-05-24,45.897
air_a38f25e3399d1b25_2017-05-25,43.721
air_a38f25e3399d1b25_2017-05-26,62.897
air_a38f25e3399d1b25_2017-05-27,24.848
air_a38f25e3399d1b25_2017-05-28,15.550
air_a38f25e3399d1b25_2017-05-29,26.391
air_a38f25e3399d1b25_2017-05-30,33.924
air_a38f25e3399d1b25_2017-05-31,45.897
air_a41b032371a63427_2017-04-23,20.524
air_a41b032371a63427_2017-04-24,7.891
air_a41b032371a63427_2017-04-25,8.217
air_a41b032371a63427_2017-04-26,8.984
air_a41b032371a63427_2017-04-27,10.600
air_a41b032371a63427_2017-04-28,7.250
air_a41b032371a63427_2017-04-29,13.642
air_a41b032371a63427_2017-04-30,20.524
air_a41b032371a63427_2017-05-01,7.891
air_a41b032371a63427_2017-05-02,8.217
air_a41b032371a63427_2017-05-03,8.984
air_a41b032371a63427_2017-05-04,10.600
air_a41b032371a63427_2017-05-05,7.250
air_a41b032371a63427_2017-05-06,13.642
air_a41b032371a63427_2017-05-07,20.524
air_a41b032371a63427_2017-05-08,7.891
air_a41b032371a63427_2017-05-09,8.217
air_a41b032371a63427_2017-05-10,8.984
air_a41b032371a63427_2017-05-11,10.600
air_a41b032371a63427_2017-05-12,7.250
air_a41b032371a63427_2017-05-13,13.642
air_a41b032371a63427_2017-05-14,20.524
air_a41b032371a63427_2017-05-15,7.891
air_a41b032371a63427_2017-05-16,8.217
air_a41b032371a63427_2017-05-17,8.984
air_a41b032371a63427_2017-05-18,10.600
air_a41b032371a63427_2017-05-19,7.250
air_a41b032371a63427_2017-05-20,13.642
air_a41b032371a63427_2017-05-21,20.524
air_a41b032371a63427_2017-05-22,7.891
air_a41b032371a63427_2017-05-23,8.217
air_a41b032371a63427_2017-05-24,8.984
air_a41b032371a63427_2017-05-25,10.600
air_a41b032371a63427_2017-05-26,7.250
air_a41b032371a63427_2017-05-27,13.642
air_a41b032371a63427_2017-05-28,20.524
air_a41b032371a63427_2017-05-29,7.891
air_a41b032371a63427_2017-05-30,8.217
air_a41b032371a63427_2017-05-31,8.984
air_a49f1cf0634f13e5_2017-04-23,10.000
air_a49f1cf0634f13e5_2017-04-24,13.297
air_a49f1cf0634f13e5_2017-04-25,17.756
air_a49f1cf0634f13e5_2017-04-26,18.175
air_a49f1cf0634f13e5_2017-04-27,18.375
air_a49f1cf0634f13e5_2017-04-28,21.659
air_a49f1cf0634f13e5_2017-04-29,10.568
air_a49f1cf0634f13e5_2017-04-30,10.000
air_a49f1cf0634f13e5_2017-05-01,13.297
air_a49f1cf0634f13e5_2017-05-02,17.756
air_a49f1cf0634f13e5_2017-05-03,18.175
air_a49f1cf0634f13e5_2017-05-04,18.375
air_a49f1cf0634f13e5_2017-05-05,21.659
air_a49f1cf0634f13e5_2017-05-06,10.568
air_a49f1cf0634f13e5_2017-05-07,10.000
air_a49f1cf0634f13e5_2017-05-08,13.297
air_a49f1cf0634f13e5_2017-05-09,17.756
air_a49f1cf0634f13e5_2017-05-10,18.175
air_a49f1cf0634f13e5_2017-05-11,18.375
air_a49f1cf0634f13e5_2017-05-12,21.659
air_a49f1cf0634f13e5_2017-05-13,10.568
air_a49f1cf0634f13e5_2017-05-14,10.000
air_a49f1cf0634f13e5_2017-05-15,13.297
air_a49f1cf0634f13e5_2017-05-16,17.756
air_a49f1cf0634f13e5_2017-05-17,18.175
air_a49f1cf0634f13e5_2017-05-18,18.375
air_a49f1cf0634f13e5_2017-05-19,21.659
air_a49f1cf0634f13e5_2017-05-20,10.568
air_a49f1cf0634f13e5_2017-05-21,10.000
air_a49f1cf0634f13e5_2017-05-22,13.297
air_a49f1cf0634f13e5_2017-05-23,17.756
air_a49f1cf0634f13e5_2017-05-24,18.175
air_a49f1cf0634f13e5_2017-05-25,18.375
air_a49f1cf0634f13e5_2017-05-26,21.659
air_a49f1cf0634f13e5_2017-05-27,10.568
air_a49f1cf0634f13e5_2017-05-28,10.000
air_a49f1cf0634f13e5_2017-05-29,13.297
air_a49f1cf0634f13e5_2017-05-30,17.756
air_a49f1cf0634f13e5_2017-05-31,18.175
air_a510dcfe979f09eb_2017-04-23,23.537
air_a510dcfe979f09eb_2017-04-24,8.643
air_a510dcfe979f09eb_2017-04-25,9.262
air_a510dcfe979f09eb_2017-04-26,10.833
air_a510dcfe979f09eb_2017-04-27,13.452
air_a510dcfe979f09eb_2017-04-28,13.744
air_a510dcfe979f09eb_2017-04-29,28.810
air_a510dcfe979f09eb_2017-04-30,23.537
air_a510dcfe979f09eb_2017-05-01,8.643
air_a510dcfe979f09eb_2017-05-02,9.262
air_a510dcfe979f09eb_2017-05-03,10.833
air_a510dcfe979f09eb_2017-05-04,13.452
air_a510dcfe979f09eb_2017-05-05,13.744
air_a510dcfe979f09eb_2017-05-06,28.810
air_a510dcfe979f09eb_2017-05-07,23.537
air_a510dcfe979f09eb_2017-05-08,8.643
air_a510dcfe979f09eb_2017-05-09,9.262
air_a510dcfe979f09eb_2017-05-10,10.833
air_a510dcfe979f09eb_2017-05-11,13.452
air_a510dcfe979f09eb_2017-05-12,13.744
air_a510dcfe979f09eb_2017-05-13,28.810
air_a510dcfe979f09eb_2017-05-14,23.537
air_a510dcfe979f09eb_2017-05-15,8.643
air_a510dcfe979f09eb_2017-05-16,9.262
air_a510dcfe979f09eb_2017-05-17,10.833
air_a510dcfe979f09eb_2017-05-18,13.452
air_a510dcfe979f09eb_2017-05-19,13.744
air_a510dcfe979f09eb_2017-05-20,28.810
air_a510dcfe979f09eb_2017-05-21,23.537
air_a510dcfe979f09eb_2017-05-22,8.643
air_a510dcfe979f09eb_2017-05-23,9.262
air_a510dcfe979f09eb_2017-05-24,10.833
air_a510dcfe979f09eb_2017-05-25,13.452
air_a510dcfe979f09eb_2017-05-26,13.744
air_a510dcfe979f09eb_2017-05-27,28.810
air_a510dcfe979f09eb_2017-05-28,23.537
air_a510dcfe979f09eb_2017-05-29,8.643
air_a510dcfe979f09eb_2017-05-30,9.262
air_a510dcfe979f09eb_2017-05-31,10.833
air_a546cbf478a8b6e4_2017-04-23,32.758
air_a546cbf478a8b6e4_2017-04-24,22.844
air_a546cbf478a8b6e4_2017-04-25,24.091
air_a546cbf478a8b6e4_2017-04-26,21.788
air_a546cbf478a8b6e4_2017-04-27,25.118
air_a546cbf478a8b6e4_2017-04-28,31.324
air_a546cbf478a8b6e4_2017-04-29,38.794
air_a546cbf478a8b6e4_2017-04-30,32.758
air_a546cbf478a8b6e4_2017-05-01,22.844
air_a546cbf478a8b6e4_2017-05-02,24.091
air_a546cbf478a8b6e4_2017-05-03,21.788
air_a546cbf478a8b6e4_2017-05-04,25.118
air_a546cbf478a8b6e4_2017-05-05,31.324
air_a546cbf478a8b6e4_2017-05-06,38.794
air_a546cbf478a8b6e4_2017-05-07,32.758
air_a546cbf478a8b6e4_2017-05-08,22.844
air_a546cbf478a8b6e4_2017-05-09,24.091
air_a546cbf478a8b6e4_2017-05-10,21.788
air_a546cbf478a8b6e4_2017-05-11,25.118
air_a546cbf478a8b6e4_2017-05-12,31.324
air_a546cbf478a8b6e4_2017-05-13,38.794
air_a546cbf478a8b6e4_2017-05-14,32.758
air_a546cbf478a8b6e4_2017-05-15,22.844
air_a546cbf478a8b6e4_2017-05-16,24.091
air_a546cbf478a8b6e4_2017-05-17,21.788
air_a546cbf478a8b6e4_2017-05-18,25.118
air_a546cbf478a8b6e4_2017-05-19,31.324
air_a546cbf478a8b6e4_2017-05-20,38.794
